0	1	2	3	8	8	6	5	2	2	0	0	0	1	1	1	0	0	2	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0	1	1	0	1	0	1	0	2	1	2	1	1	1	1	0	0	0	0	0	2	2	3	8	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	2	1	7	4	8	8	1	0	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	2	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	2	0	1	0	1	1	1	0	0	0	0	3	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	7	14	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	3	5	14	5	2	0	0	0	0	0	0	0	3	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	2	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	2	1	0	0	0	4	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	5	3	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	3	14	9	7	5	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	0	1	0	0	0	2	1	0	1	0	0	1	1	0	1	0	0	0	2	0	1	1	0	1	3	0	0	1	0	0	0	0	1	2	0	1	0	0	0	1	3	5	18	4	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	2	1	4	6	4	5	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	3	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	2	1	1	1	0	0	1	0	1	1	0	0	4	5	8	3	4	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	0	4	6	5	7	14	4	1	1	1	0	0	0	2	0	0	1	0	1	2	0	0	2	2	1	1	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	2	0	1	0	1	1	1	0	0	0	1	0	2	0	0	2	0	0	0	2	1	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	2	5	6	3	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	4	3	12	7	1	1	0	0	0	3	0	1	3	0	1	1	1	0	0	2	0	0	1	1	1	0	0	0	0	1	3	0	1	0	2	1	1	1	0	2	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	2	10	6	6	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	1	4	6	5	10	2	1	0	0	2	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0	2	2	2	6	2	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	2	19	7	10	4	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	3	4	10	8	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	9	7	4	5	7	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	3	2	2	18	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
